E01A;ED06C;pobrezai
0;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
2550000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
3800000;Superior Universitario;No pobre
4500000;Superior Universitario;No pobre
2300000;Superior Universitario;No pobre
4660000;Superior Universitario;No pobre
2500000;EEB (1º y 2º ciclo);No pobre
5800000;Superior Universitario;No pobre
3800000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
750000;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;No obtuvo;No pobre
700000;No obtuvo;No pobre
5560000;EEB (3er ciclo);No pobre
5080000;EEB (3er ciclo);No pobre
5200000;Superior Universitario;No pobre
2780000;Superior Universitario;No pobre
3456000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)00000;Especialización (Post universitario);No pobre
0;Superior Universitario;No pobre
1500000;Superior Universitario;No pobre
4000000;Militar/Policial;No pobre
5500000;EEB (1º y 2º ciclo);No pobre
2800000;Superior Universitario;No pobre
5000000;EEB (1º y 2º ciclo);No pobre
800000;Superior Universitario;Pobre no extremo
3500000;EEB (1º y 2º ciclo);No pobre
3000000;EEB (1º y 2º ciclo);No pobre
2800000;EEB (3er ciclo);No pobre
1580000;Educación Media;No pobre
500000;Superior Universitario;No pobre
0;EEB (3er ciclo);No pobre
0;EEB (3er ciclo);No pobre
0;No obtuvo;No pobre
4440000;Educación Media;No pobre
1000000;No obtuvo;No pobre
2550000;Técnica Superior;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;Pobre extremo
5000000;Militar/Policial;No pobre
4000000;Militar/Policial;No pobre
2800000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
3200000;Superior Universitario;No pobre
0;Formación Docente (Post no universitario);No pobre
3841000;Educación Inicial;No pobre
3500000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
2250000;Superior Universitario;No pobre
0;Técnica Superior;No pobre
3000000;Técnica Superior;Pobre no extremo
5000000;Especialización (Post universitario);No pobre
615000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
4200000;EEB (3er ciclo);No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
2800000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
960000;No obtuvo;No pobre
1070000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
5000000;Especialización (Post universitario);No pobre
150000;Especialización (Post universitario);No pobre
500000;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
1000000;Superior Universitario;Pobre no extremo
0;No obtuvo;Pobre no extremo
1600000;No obtuvo;No pobre
1720000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
6660000;Superior Universitario;No pobre
1500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4000000;EEB (1º y 2º ciclo);No pobre
3000000;Técnica Superior;No pobre
1040000;No obtuvo;No pobre
4000000;Especialización (Post universitario);No pobre
400000;No obtuvo;No pobre
2300000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
2100000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4200000;No obtuvo;No pobre
1600000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
7000000;Especialización (Post universitario);No pobre
3500000;Superior Universitario;No pobre
1500000;No obtuvo;No pobre
4880000;EEB (1º y 2º ciclo);No pobre
5500000;Militar/Policial;No pobre
3500000;Superior Universitario;No pobre
1910000;No obtuvo;No pobre
0;No obtuvo;No pobre
1900000;No obtuvo;No pobre
0;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
No obtuvo80000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3700000;No obtuvo;No pobre
3300000;Superior Universitario;No pobre
500000;No obtuvo;No pobre
4800000;Superior Universitario;No pobre
7950000;Superior Universitario;No pobre
5500000;EEB (3er ciclo);No pobre
0;No obtuvo;No pobre
1500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
5160000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
5760000;EEB (1º y 2º ciclo);No pobre
5400000;EEB (1º y 2º ciclo);No pobre
0;Técnica Superior;Pobre extremo
6005572;EEB (1º y 2º ciclo);No pobre
1500000;EEB (3er ciclo);No pobre
1500000;Técnica Superior;No pobre
700000;Técnica Superior;Pobre no extremo
0;No obtuvo;Pobre no extremo
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
3160000;Superior Universitario;No pobre
6900000;EEB (1º y 2º ciclo);No pobre
0;EEB (1º y 2º ciclo);No pobre
30000000;EEB (1º y 2º ciclo);No pobre
2289000;No obtuvo;No pobre
4800000;Maestría (Post universitario);No pobre
4750000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
3080000;Especialización (Post universitario);No pobre
3000000;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
4280000;EEB (1º y 2º ciclo);No pobre
5000000;EEB (3er ciclo);No pobre
2580000;Educación Inicial;No pobre
5300000;Superior Universitario;No pobre
600000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2400000;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;Especialización (Post universitario);No pobre
1500000;No obtuvo;No pobre
5600000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
2060000;Especialización (Post universitario);No pobre
7071000;EEB (1º y 2º ciclo);No pobre
5285300;No obtuvo;No pobre
2400000;Superior Universitario;No pobre
800000;Técnica Superior;No pobre
0;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
500000;No obtuvo;No pobre
350000;No obtuvo;No pobre
6000000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
0;Técnica Superior;No pobre
700000;Superior Universitario;No pobre
6300000;Especialización (Post universitario);No pobre
2317048;Especialización (Post universitario);No pobre
4000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
6117680;EEB (1º y 2º ciclo);No pobre
2588821;No obtuvo;No pobre
0;No obtuvo;No pobre
6800000;Superior Universitario;No pobre
2000000;Especialización (Post universitario);No pobre
2000000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);Pobre no extremo
2610000;Educación Media;No pobre
0;No obtuvo;Pobre extremo
3500000;No obtuvo;No pobre
2700000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2600000;No obtuvo;Pobre no extremo
1800000;No obtuvo;Pobre no extremo
8880000;Superior Universitario;No pobre
4000000;EEB (1º y 2º ciclo);No pobre
1500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3249408;Superior Universitario;No pobre
3479923;Superior Universitario;No pobre
2400000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
4200000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre no extremo
No obtuvo00000;Educación Media;No pobre
2300000;Superior Universitario;No pobre
1000000;No obtuvo;No pobre
3343864;No obtuvo;No pobre
1000000;Superior Universitario;No pobre
4165000;Especialización (Post universitario);No pobre
680000;No obtuvo;No pobre
2600000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
No Técnico Superior (Post no universitario)00000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
5500000;No obtuvo;No pobre
0;Educación Media;No pobre
0;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre no extremo
5500000;EEB (1º y 2º ciclo);No pobre
5500000;Superior Universitario;No pobre
3701887;Educación Media;No pobre
0;Técnica Superior;No pobre
7049000;Educación Media;No pobre
6295000;Educación Media;No pobre
2000000;Superior Universitario;No pobre
2400000;Educación Media;No pobre
2500000;Superior Universitario;No pobre
5500000;Militar/Policial;No pobre
0;Superior Universitario;No pobre
960000;No obtuvo;No pobre
2500000;EEB (3er ciclo);No pobre
0;No obtuvo;Pobre no extremo
0;No obtuvo;No pobre
0;No obtuvo;No pobre
4000000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
5000000;Militar/Policial;No pobre
4000000;Educación Media;No pobre
2400000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
500000;No obtuvo;No pobre
500000;No obtuvo;No pobre
650000;Superior Universitario;Pobre no extremo
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
1600000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
1800000;Superior Universitario;No pobre
3200000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
2400000;No obtuvo;No pobre
0;Técnica Superior;Pobre no extremo
2000000;Técnica Superior;No pobre
2100000;No obtuvo;No pobre
2800000;No obtuvo;No pobre
0;No obtuvo;No pobre
4300000;Superior Universitario;No pobre
3200000;Superior Universitario;No pobre
200000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
2200000;Superior Universitario;No pobre
600000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
1500000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
3300000;Especialización (Post universitario);No pobre
2550000;Superior Universitario;No pobre
1500000;No Técnico Superior (Post no universitario);No pobre
5000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
No Técnico Superior (Post no universitario)00000;No obtuvo;No pobre
8390000;Superior Universitario;No pobre
1000000;No obtuvo;No pobre
4000000;Especialización (Post universitario);No pobre
9000000;Especialización (Post universitario);No pobre
500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2200000;No obtuvo;No pobre
800000;No obtuvo;No pobre
7500000;Especialización (Post universitario);No pobre
0;Maestría (Post universitario);No pobre
3500000;Superior Universitario;No pobre
8000000;Superior Universitario;No pobre
4200000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)80000;Superior Universitario;No pobre
2040000;Superior Universitario;No pobre
2500000;Especialización (Post universitario);No pobre
0;Superior Universitario;No pobre
5Militar/Policial (Post no universitario)1570;No obtuvo;No pobre
0;Técnica Superior;No pobre
800000;No obtuvo;No pobre
10000000;Técnica Superior;No pobre
3500000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;Superior Universitario;No pobre
5000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;Especialización (Post universitario);No pobre
2650000;Superior Universitario;No pobre
8000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
1500000;No obtuvo;No pobre
500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
8500000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
2675700;No obtuvo;No pobre
23Militar/Policial (Post no universitario)500;No obtuvo;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
2860000;Maestría (Post universitario);No pobre
0;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
800000;No obtuvo;No pobre
0;No obtuvo;No pobre
2200000;No obtuvo;No pobre
0;No obtuvo;No pobre
4280000;EEB (1º y 2º ciclo);No pobre
2700000;Superior Universitario;No pobre
5500000;Superior Universitario;No pobre
4500000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
3100000;Superior Universitario;No pobre
2800000;No obtuvo;No pobre
0;No obtuvo;No pobre
5500000;Maestría (Post universitario);No pobre
10000000;Superior Universitario;No pobre
9000000;Superior Universitario;No pobre
2455000;No obtuvo;No pobre
3600000;Superior Universitario;No pobre
2800000;Superior Universitario;No pobre
4500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
4800000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
9500000;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
4110000;Especialización (Post universitario);No pobre
2600000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
4000000;EEB (3er ciclo);No pobre
2500000;EEB (3er ciclo);No pobre
5000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;No pobre
4800000;No obtuvo;No pobre
800000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
5640600;Especialización (Post universitario);No pobre
3610000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
15000000;Superior Universitario;No pobre
6500000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
4000000;Técnica Superior;No pobre
0;Superior Universitario;No pobre
700000;No obtuvo;No pobre
1500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
800000;No obtuvo;No pobre
2550000;Superior Universitario;No pobre
2800000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;Pobre extremo
600000;Técnica Superior;Pobre no extremo
2680373;Especialización (Post universitario);No pobre
2850000;Especialización (Post universitario);No pobre
4700000;Superior Universitario;No pobre
480000;Superior Universitario;No pobre
3300000;Especialización (Post universitario);No pobre
4600000;No obtuvo;No pobre
No obtuvo000000;Superior Universitario;No pobre
10000000;Especialización (Post universitario);No pobre
7000000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
350000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
3420000;Superior Universitario;No pobre
3670000;No obtuvo;No pobre
5050000;No obtuvo;No pobre
2760000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
1000000;Superior Universitario;No pobre
1500000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
3630000;Especialización (Post universitario);No pobre
3500000;Superior Universitario;No pobre
4400000;Superior Universitario;No pobre
2370000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
0;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3060000;Formación Docente (Post no universitario);No pobre
4960000;EEB (1º y 2º ciclo);No pobre
3000000;Superior Universitario;No pobre
2689373;Superior Universitario;No pobre
0;No obtuvo;No pobre
2600000;No obtuvo;No pobre
3200000;No obtuvo;Pobre no extremo
5500000;Militar/Policial;No pobre
Militar/Policial (Post no universitario)0000;No obtuvo;Pobre extremo
2416700;Técnica Superior;No pobre
6500000;Militar/Policial;No pobre
2500000;Técnica Superior;No pobre
200000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
2180000;No obtuvo;No pobre
2895500;Técnica Superior;No pobre
0;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
